time,DS_mean,DI_mean,ES_mean,EI_mean,active_mean,infected_mean,DS_std,DI_std,ES_std,EI_std,active_std,infected_std
74,6.68,43.44,6.46,43.42,49.88,86.86,2.436719105682885,5.433820019102584,2.55507338446472,5.838116134507774,5.637871938950015,3.4467956133197104
75,6.68,43.38,6.12,43.82,49.94,87.2,2.501519538200731,3.5320815392626486,2.285957129956728,4.203284430061806,3.931462832076631,2.939387691339814
76,6.24,43.96,6.78,43.02,49.8,86.98,2.186869909253863,4.845451475352942,2.220720603768065,4.7602100793977575,4.955804677345546,2.9290954235053523
77,6.22,44.0,6.28,43.5,49.78,87.5,2.4681166909204273,4.368065933568311,2.049780476051033,5.170106381884226,4.742530969851436,2.8442925306655784
78,6.24,43.58,6.62,43.56,50.18,87.14,2.3963305281200253,4.503731785974827,2.629752840097335,4.648268494826865,4.550560405049032,3.117755602993923
79,6.48,43.74,6.5,43.28,49.78,87.02,2.33443783382638,3.9940455680925826,2.7658633371878665,4.54770271675711,4.566355220523256,3.7012970699472367
80,6.06,42.48,7.18,44.28,51.46,86.76,2.5012796724876645,4.984937311541641,2.4955159787106154,5.071646675390548,5.296074017609648,3.1909873080286606
81,6.0,42.74,6.12,45.14,51.26,87.88,2.3323807579381204,4.832432099885109,2.285957129956728,4.967937197670679,5.121757510855039,3.3860891896109293
82,6.38,43.06,6.28,44.28,50.56,87.34,2.4156986567036873,4.286770346076403,2.4579666393179544,3.8054697476132957,3.556177723342859,3.750253324776874
83,6.64,43.18,6.74,43.44,50.18,86.62,2.636361128525453,4.620346307367013,2.439754085968502,4.355043053748148,4.532946061889552,3.515053342411748
84,6.68,42.96,6.98,43.38,50.36,86.34,2.6641321288554742,5.418339228951986,2.6190838092737696,4.931085073287623,5.298150620735504,3.818952736025938
85,7.0,43.4,6.04,43.56,49.6,86.96,2.513961017995307,4.458699361921591,2.2535305633605236,3.950493640040444,4.2047592083257275,3.078701024783017
86,6.82,44.54,6.22,42.42,48.64,86.96,2.3553343711668626,4.842354799062126,2.516267076444788,4.499288832693451,4.663732410848633,3.149349139107952
87,6.6,43.48,6.34,43.58,49.92,87.06,2.280350850198276,4.992955036849421,2.6503584663211126,4.766927731778614,4.803498724887933,3.1711827446553755
88,6.86,42.88,6.34,43.92,50.26,86.8,2.4900602402351635,5.244578152721151,2.3031283073246267,5.06296355902351,5.0470189220964885,3.124099870362662
89,6.66,42.96,6.84,43.54,50.38,86.5,2.3117958387366304,4.261267417095529,2.678507046845313,4.592210796555402,4.449224651554471,3.448187929913334
90,6.62,43.24,6.16,43.98,50.14,87.22,2.096568625158738,3.886180644283021,2.12,4.086514407169024,3.7310052264771754,2.773373397146515
91,6.72,44.44,6.28,42.56,48.84,87.0,2.3498085028359226,5.389471217104699,2.6761165893884367,5.470502719129203,5.235876239943034,3.286335345030997
92,6.2,43.52,6.66,43.62,50.28,87.14,1.9287301521985911,5.622241545860512,2.3204309944490915,5.40329529083873,5.542706919908358,3.072523392913388
93,6.3,44.06,5.94,43.7,49.64,87.76,2.1840329667841556,5.763367071426217,2.2575207640241097,5.572252686302013,5.719300656548841,3.3079298662456553
94,6.44,44.28,6.62,42.66,49.28,86.94,2.6469605210505125,5.6179711640413394,2.3228430855311775,4.942104814752516,5.396443273119805,3.183771348573889
95,6.36,43.68,6.7,43.26,49.96,86.94,2.666533329999833,5.025693981929262,2.368543856465402,5.388172231842631,5.578386863601341,3.7277875475944175
96,6.36,43.2,5.8,44.64,50.44,87.84,2.7185290140073914,4.024922359499621,2.3916521486202793,4.131634059303897,3.9656525314253135,3.1959974968701084
97,6.58,42.86,6.08,44.48,50.56,87.34,2.236872817126624,4.690458399772884,2.076920797719547,5.119531228540363,5.020597573994554,3.043747689937522
98,6.22,43.04,5.76,44.98,50.74,88.02,2.6554848898082626,4.127759682927289,2.387969849055888,4.18803056340328,4.480223208725208,3.1208332220738737
99,5.92,43.12,6.44,44.52,50.96,87.64,2.2435685859808254,4.6071249169085915,2.1648094604375694,4.405632758185821,4.824769424542483,2.9648608736330275
100,6.04,43.88,6.18,43.9,50.08,87.78,2.2712111306525427,3.7663775700266693,2.3553343711668626,4.517742799230607,4.048901085479862,3.395820961122656
